DATA_LOAD.FORMAT,Формат дати/чисел,Y
DATA_LOAD.INSERT,Вставити рядок,Y
DATA_LOAD.LOOKUP_FAILED,Не вдалося отримати значення підстановки.,Y
DATA_LOAD.MAPPING,Зіставлення даних/таблиць,Y
DATA_LOAD.ROW,Рядок,Y
DATA_LOAD.SEQUENCE_ACTION,Послідовність: дія,Y
DATA_LOAD.TRANSFORMATION_FAILED,Помилка у правилі перетворення,Y
DATA_LOAD.UPDATE,Оновити рядок,Y
DATE,Дата,Y
DAY,день,Y
DAYS,дн(-і/-ів),Y
DEBUGGING_OFF,Налагодження для цього застосунку не увімкнено.,Y
DEFAULT,За замовчуванням,Y
DELETE,видалити,Y
DELETE_MSG,"Ви впевнені, що хочете видалити ці дані?",Y
DEVELOPER_TOOLBAR_SESSION_OVERRIDES,Заміщення сеансу,Y
DEVELOPER_TOOLBAR_SESSION_OVERRIDES_ENABLE,Увімкнути заміщення сеансу,Y
DEVELOPER_TOOLBAR_SESSION_OVERRIDES_ERROR_LOAD,Сталася помилка під час завантаження заміщення сеансу.,Y
DEVELOPER_TOOLBAR_SESSION_OVERRIDES_ERROR_SAVE,Сталася помилка під час збереження заміщення сеансу.,Y
DEVELOPER_TOOLBAR_SESSION_OVERRIDES_SAVED,"Заміщення сеансу збережено. Закрийте це діалогове вікно, щоб побачити зміни.",Y
DIAL_PCT,Кругова (відсоток),Y
DOWNLOAD,Завантажити,Y
DUP_USER,Повторення імені користувача у списку.,Y
EDIT,Редагувати,Y
EMAIL_NOT_FOUND,"Адреса електронної пошти ""%0"" не знайдена.",Y
EMAIL_SENT_BY,Цей лист надісланий %0.,Y
EMAIL_TOO_LONG,Занадто довга адреса електронної пошти. Довжина не має перевищувати 240 символів.,Y
ERROR,Помилка,Y
ERROR_SET_ITEM_STATE_FOR_PPR_REGION,"Не вдалося встановити вихідне значення елемента регіону, що підтримує часткове оновлення",Y
F4500_P10_CREATED_BY,Створено,Y
F4500_P2613_EXPIRED,Термін дії вашого паролю закінчився,Y
FILE_EMPTY,Файл пустий.,Y
FILE_TOO_LARGE,"Розмір завантаженого файлу перевищує %0 МБ. Будь ласка, завантажте файл меншого розміру.",Y
FILE_UPLOAD_AUTHENTICATION_ERR,"Сталася помилка під час автентифікації користувача, тому один або кілька файлів не було завантажено.",Y
FILE_UPLOAD_PUBLICUSER_ERR,Цей екземпляр не дозволяє неавтентифікованим користувачам завантажувати файли.,Y
FILTERS,Фільтри,Y
FLOW.SINGLE_VALIDATION_ERROR,Сталася помилка,Y
FLOW.VALIDATION_ERROR,Сталося %0 помилок:,Y
FORM_OF,%0 з %1,Y
GO,Перейти,Y
HELP,Довідка,Y
HOME,Домашня сторінка,Y
HOUR,година,Y
HOURS,годин,Y
ICON,Значок %0,Y
ICON.EDITOR.CROP.HELP,Довідка про обтинання значків,Y
ICON.EDITOR.CROPPER.HELPTEXT,"<p>Перетягніть значок та змінюючи масштаб розташуйте його у межах рамки.</p><p>Під час завантаження нового значку його розміри будуть змінено так, щоб задовольняти трьом форматам: фавікон, малий та великий значок.</p><p>При наведенні курсору на піктограму обтинання стають доступними такі комбінації клавіш:</p><ul>    <li>Стрілка вліво: переміщення зображення вліво*</li>    <li>Стрілка вгору: переміщення зображення вгору*</li>    <li>Стрілка вправо: переміщення зображення вправо*</li>    <li>Стрілка вниз: переміщення зображення вниз*</li>    <li>I: Збільшити</li>    <li>O: Зменшити</li>    <li>L: Повернути вліво</li>    <li>R: Повернути вправо</li></ul><p class=""margin-top-md""><em>*Утримуйте Shift, щоб прискорити переміщення</em></p>",Y
ICON.EDITOR.CROPPER.SUBTITLE,"Щоб змінити положення значку, перетягніть його",Y
ICON.EDITOR.CROPPER.ZOOM_SLIDER_LABEL,"Щоб змінити масштаб, перемістіть повзунок",Y
ICON.EDITOR.DIALOG.TITLE,Редагування значку застосунку,Y
ICON.EDITOR.ERROR.SAVING,Сталася помилка під час збереження значку,Y
ICON.EDITOR.LEGACY_DATA,"<p><span class=""a-Icon icon-tr-warning""></span> У цьому застосунку використовуються застарілі значки. Завантаження нового значку замінить усі застарілі.</p>",Y
ICON.EDITOR.UPLOAD.ICON,Завантажити новий значок,Y
INVALID_CREDENTIALS,Неприпустимий логін/пароль,Y
INVALID_VALUE_FOR_PARAMETER,Неприйнятне значення параметра: %0,Y
IR_AS_DEFAULT_REPORT_SETTING,Як параметри основного звіту,Y
IR_AS_NAMED_REPORT,Як названий звіт,Y
IR_ERROR,Помилка %0 . %1,Y
IR_FRM_NAV_ERROR,Неможливо розрахувати навігацію формою. %0,Y
IR_NOT_FOUND,Інтерактивний Звіт не знайдено.,Y
IR_REGION_NOT_EXIST,На сторінці %1 застосунку %0 немає Інтерактивного Звіту з ідентифікатором %2.,Y
IR_STAR,Відображається лише для розробників,Y
IR_UNIQUE_KEY_ERROR,"Для того, щоб однозначно визначати кожен запис, запит вимагає наявності унікального ключа. Наданий ключ не може бути використаний у цій якості. Будь ласка, вкажіть стовпець унікального ключа. %0",Y
IR_UNIQUE_KEY_ERROR2,"Для того, щоб однозначно визначати кожен запис, запит вимагає наявності унікального ключа. Наданий ключ не може бути використаний у цій якості. Будь ласка, вкажіть стовпець унікального ключа. %0",Y
ITEM.FILE_UPLOAD.CHOOSE_FILE,Виберіть файл,Y
ITEM.FILE_UPLOAD.DRAG_DROP_FILE_HERE,Перетягніть файл сюди або,Y
ITEMS,Елементи,Y
ITEM_VALUE,Значення елементу,Y
LABEL,Назва,Y
LANGUAGE,Мова,Y
LAST,останнє,Y
LENGTH,Довжина,Y
LOGIN,Вхід,Y
MANAGE,Керування,Y
MAXIMIZE,Розгорнути,Y
MINUTE,хвилина,Y
MINUTES,хвилин,Y
MISSING_AT,Адреса електронної пошти має містить знак @.,Y
MISSING_DIALOG_PAGE_TEMPLATE_WARNING,Увага! Для сторінки діалогового вікна %0 застосунку %1 не визначено шаблон сторінки діалогового вікна.,Y
MISSING_DOT,Домен адреси електронної пошти має містить принаймні одну крапку.,Y
MODULE,Модуль,Y
MONTH,Місяць,Y
MONTHLY,Щомісяця,Y
MONTHS,місяців,Y
MOVE,Перенести,Y
MOVE_FROM,Перенести з,Y
MOVE_TO,Перенести до,Y
MRU.ERROR_IN_MRD,"Сталася помилка під час виконання багаторядкового видалення: рядок = %0, %1, %2",Y
MUST_NOT_BE_PUBLIC_USER,Не має бути публічний користувачем,Y
NAME,Назва,Y
NEW,Новий,Y
NEW_ACCOUNT_LOGIN_INSTRUCTIONS,"Ви можете увійти до %0, перейшовши за адресою:",Y
NEW_ACCOUNT_NOTIFICATION,Сповіщення про новий обліковий запис %0,Y
NEXT,Далі,Y
NO,Ні,Y
NOBODY,ніхто,Y
NOT,Ні,Y
NOT_NULL,Не пустий,Y
NOT_W_ARGUMENT,Ні %0,Y
NO_DATA_FOUND,даних не знайдено,Y
NO_UPDATEABLE_REPORT_FOUND,"Оновлюваний звіт не знайдено. Операції багаторядкового оновлення або видалення можуть бути застосовані лише до табличних форм, що мають тип 'Updateable Report'.",Y
OK,ОК,Y
ORACLE_APPLICATION_EXPRESS,Oracle APEX,Y
ORA_06550,"ORA-06550: рядок %0, стовпець %1",Y
OUTDATED_BROWSER,Ви використовуєте застарілий веб-браузер. Список підтримуваних браузерів наведено в керівництві з установки Oracle APEX.,Y
OUT_OF_RANGE,"Запитано неможливий набір рядків, джерело даних звіту було змінене.",Y
P.VALID_PAGE_ERR,"Потрібно вказати припустимий номер сторінки, наприклад p?n=1234.",Y
PAGINATION.NEXT,Наступна,Y
PAGINATION.NEXT_SET,Наступний набір,Y
PAGINATION.PREVIOUS,Попередня,Y
PAGINATION.PREVIOUS_SET,Попередній набір,Y
PAGINATION.SELECT,Керування поділом на сторінки,Y
PASSWORD,Пароль,Y
PASSWORD_CHANGED,Ваш пароль для %0 змінено.,Y
PASSWORD_COMPLEXITY_ERROR,Пароль не відповідає правилам складності паролів для цього застосунку.,Y
PASSWORD_DIFFERS_BY_ERR,Новий пароль має відрізнятися від старого принаймні на %0 символів.,Y
PASSWORD_LIKE_USERNAME_ERR,Пароль не має містити ім'я користувача.,Y
PASSWORD_LIKE_WORDS_ERR,Пароль містить заборонене просте слово.,Y
PASSWORD_LIKE_WORKSPACE_NAME_ERR,Пароль не має містити назву робочого простору.,Y
PASSWORD_MIN_LEN_ERR,Пароль має містити принаймні %0 символів.,Y
PASSWORD_ONE_ALPHA_ERR,Пароль має містити принаймні один алфавітний (%0) символ.,Y
PASSWORD_ONE_LOWER_ERR,Пароль має містити принаймні один символ у нижньому регістрі.,Y
PASSWORD_ONE_NUMERIC_ERR,Пароль має містити принаймні один цифровий (0123456789) символ.,Y
PASSWORD_ONE_PUNCTUATION_ERR,Пароль має містити принаймні один символ пунктуації (%0).,Y
PASSWORD_ONE_UPPER_ERR,Пароль має містити принаймні один символ у верхньому регістрі.,Y
PASSWORD_RESET_NOTIFICATION,Сповіщення про скидання пароля,Y
PASSWORD_REUSE_ERROR,"Пароль не може бути використаний, оскільки він вже використовувався протягом останніх %0 днів.",Y
PCT_GRAPH_ARIA_LABEL,Графік у відсотках,Y
PE.COMPONEN.TYPE.PAGE_ITEM.PLURAL,Елементи,Y
PE.COMPONEN.TYPE.PAGE_ITEM.SINGULAR,Елемент сторінки,Y
PERCENT,Відсоток,Y
PLEASE_CONTACT_ADMINISTRATOR,"Будь ласка, зверніться до адміністратора.",Y
PREVIOUS,Назад,Y
PRINT,Друк,Y
PRIVILEGES,Привілеї,Y
REGIOIN_REFERENCES,Посилання на регіон,Y
REPORT,Звіт,Y
REPORTING_PERIOD,Звітний період,Y
REPORT_LABEL,Звіт: %0,Y
REPORT_TOTAL,Загальний звіт,Y
RESET,Відновити поділ на сторінки,Y
RESET_PAGINATION,Відновити поділ на сторінки,Y
RESET_PASSWORD,Скинути пароль,Y
RESTORE,Відновити,Y
RESULTS,Результати,Y
RETURN_TO_APPLICATION,Повернення до застосунку.,Y
RIGHT,Праворуч,Y
ROW,Рядок %0,Y
ROW_COUNT,Кількість рядків,Y
SAVE,Зберегти,Y
SAVED_REPORTS.ALTERNATIVE.DEFAULT,Альтернатива за замовчуванням,Y
SAVED_REPORTS.DESCRIPTION,Опис,Y
SAVED_REPORTS.PRIMARY.DEFAULT,Основний за замовчуванням,Y
SC_REPORT_ROWS,"Доступно понад %0 рядків. Збільште маркер виділення рядку, щоб бачити більше даних.",Y
SEARCH,Пошук,Y
SECONDS,секунд,Y
SEE_ATTACHED,Дивиться вкладення,Y
SELECT_ROW,Вибрати рядок,Y
SET_SCREEN_READER_MODE_OFF,Вимкнути режим читання з екрану,Y
SET_SCREEN_READER_MODE_ON,Увімкнути режим читання з екрану,Y
SHOW,Показати,Y
SHOW_ALL,Показати все,Y
SIGN_IN,Вхід,Y
SIGN_OUT,Вихід,Y
SINCE_DAYS_AGO,%0 дн(-і/-ів) тому,Y
SINCE_DAYS_FROM_NOW,%0 дн(-і/-ів) від тепер,Y
SINCE_HOURS_AGO,%0 годин(-и) тому,Y
SINCE_HOURS_FROM_NOW,%0 годин(-и) від тепер,Y
SINCE_MINUTES_AGO,%0 хвилин(-и) тому,Y
SINCE_MINUTES_FROM_NOW,%0 хвилин(-и) від тепер,Y
SINCE_MONTHS_AGO,%0 місяц(-і/-ів) тому,Y
SINCE_MONTHS_FROM_NOW,%0 місяц(-і/-ів) від тепер,Y
SINCE_NOW,Зараз,Y
SINCE_SECONDS_AGO,%0 секунд(-и) тому,Y
SINCE_SECONDS_FROM_NOW,%0 секунд(-и) від тепер,Y
SINCE_WEEKS_AGO,%0 тижн(-і/-ів) тому,Y
SINCE_WEEKS_FROM_NOW,%0 тижнів від тепер,Y
SINCE_YEARS_AGO,%0 рок(-и/-ів) тому,Y
SINCE_YEARS_FROM_NOW,%0 років від тепер,Y
STANDARD,Стандарт,Y
START_DATE,Дата з,Y
SUBSCRIPTION_CREATED_BY,"Ви отримали цей лист за підпискою на інтерактивний звіт, яка створена користувачем %0.",Y
SUBSCRIPTION_REFERENCES,Підписки,Y
TAB,Вкладка,Y
TITLE,Заголовок,Y
TODAY,Сьогодні,Y
TOTAL,Разом,Y
TO_MANY_COLUMNS_SELECTED,Можна вибрати максимум %0 стовпців.,Y
TREE.COLLAPSE_ALL,Згорнути все,Y
TREE.COLLAPSE_ALL_BELOW,Згорнути все нижче,Y
TREE.EXPAND_ALL,Розгорнути все,Y
TREE.EXPAND_ALL_BELOW,Розгорнути все нижче,Y
TREE.REPARENT,Перепідпорядкування,Y
TREES,Дерева,Y
UI.FORM.REQUIRED,Обов'язкове,Y
UNAUTHORIZED,Недостатньо прав доступу,Y
UNAVAILABLE,Недоступно,Y
UNKNOWN,Невідомо,Y
UNKNOWN_AUTHENTICATION_ERROR,Під час автентифікації сталася невідома помилка.,Y
UNSUBSCRIBE_SUBSCRIPTION_MSG_HTML,"Якщо ви більше не бажаєте отримувати листи, будь ласка, натисніть <a href=""%0"">скасувати підписку</a> для керування підписками.",Y
UNSUBSCRIBE_SUBSCRIPTION_MSG_TXT,"Якщо ви більше не бажаєте отримувати листи, перейдіть за наступною URL-адресою керування підписками",Y
UNSUPPORTED_DATA_TYPE,непідтримуваний тип даних,Y
UPDATE,оновити,Y
UPDATED,Оновлено,Y
URL_PROHIBITED,"Запитана URL-адреса була заборонена. Будь ласка, зверніться до адміністратора.",Y
USER,Користувач,Y
USERNAME,Користувач,Y
USERNAME_TOO_LONG,Занадто довге ім'я користувача. Довжина не має перевищувати %0 символів.,Y
USERS,користувачі,Y
USER_EXISTS,Користувач вже існує.,Y
USER_PROFILE_IMAGE,Зображення профілю користувача %0,Y
VALID,Припустимий,Y
VALIDATIONS,Перевірки,Y
VALUE_MUST_BE_SPECIFIED,Потрібно вказати значення,Y
VALUE_MUST_BE_SPECIFIED_FOR,Потрібно вказати значення для %0,Y
VERTICAL,вертикально,Y
VIEW,перегляд,Y
VIEWS,перегляди,Y
VIEW_ALL,Переглянути все,Y
VISUALLY_HIDDEN_LINK,Візуально приховане посилання,Y
WARNING,Увага,Y
WEEK,тиждень,Y
WEEKLY,Щотижня,Y
WEEKS,тижнів,Y
WELCOME_USER,Ласкаво просимо: %0,Y
WWV_DBMS_SQL.INVALID_CLOB,"Неприйнятне значення. Перевірте, будь ласка, дані.",Y
WWV_DBMS_SQL.INVALID_DATATYPE,"Неприйнятне значення. Перевірте, будь ласка, дані.",Y
WWV_DBMS_SQL.INVALID_DATE,"Неприйнятна дата. Перевірте, будь ласка, формат дати.",Y
WWV_DBMS_SQL.INVALID_NUMBER,"Неприйнятне число. Перевірте, будь ласка, формат числа.",Y
WWV_DBMS_SQL.INVALID_TIMESTAMP,"Неприйнятна позначка часу. Перевірте, будь ласка, формат позначки часу.",Y
WWV_DBMS_SQL.UNABLE_TO_BIND_ERR,"Помилка прив'язки ""%0"". Використовуйте подвійні лапки для багатобайтових елементів та переконайтеся, що довжина назви елемента становить 30 байт або менше. Використовуйте v() синтаксис для посилань на елементи довжиною понад 30 байт.",Y
WWV_FLOW.ACCESS_DENIED,Доступ заборонено політикою безпеки %0,Y
WWV_FLOW.APP_NOT_AVAILABLE,Застосунок недоступний,Y
WWV_FLOW.APP_NOT_FOUND_ERR,Застосунок не знайдено.,Y
WWV_FLOW.APP_NOT_FOUND_FOOTER_ERR,застосунок=%0 робочий простір=%1,Y
WWV_FLOW.APP_RESTRICTED,"Доступ до цього застосунку обмежено. Повторіть, будь ласка, спробу пізніше.",Y
WWV_FLOW.APP_RESTRICTED_TO_DEV,"Доступ до цього застосунку обмежено та надається тільки розробникам застосунку. Повторіть, будь ласка, спробу пізніше.",Y
WWV_FLOW.BRANCH_FUNC_RETURNING_URL_ERROR,"ERR-7744 Сталася помилка під час обробці гілки з функцією, що повертає URL-адресу.",Y
WWV_FLOW.BRANCH_TO_FUNCT_RET_PAGE_ERR,"ERR-7744 Сталася помилка під час обробці гілки з функцією, що повертає сторінку.",Y
WWV_FLOW.CALL_TO_SHOW_FROM_PROC_ERR,ERR-1430 Перехід із процесу рівня сторінки не підтримується: G_FLOW_STEP_ID (%0).,Y
WWV_FLOW.CLEAR_STEP_CACHE_ERR,ERR-1018 Сталася помилка під час очищення кешу кроку.,Y
WWV_FLOW.COMP_UNKNOWN_ERR,ERR-1005 Невідомий тип умови обчислення.,Y
WWV_FLOW.CUSTOM_AUTH_SESSION_ERR,ERR-1201 При спеціальної автентифікації не заданий ідентифікатор сеансу.,Y
WWV_FLOW.CUSTOM_AUTH_SESSION_FOOTER_ERR,сторінка=%0,Y
WWV_FLOW.DET_COMPANY_ERR,ERR-7620 Неможливо визначити робочий простір для застосунку (%0).,Y
WWV_FLOW.EDIT,Редагувати,Y
WWV_FLOW.FIND_ITEM_ERR2,"ERR-1802 Не вдалося знайти елемент з ідентифікатором ""%0""",Y
WWV_FLOW.FIND_ITEM_ID_ERR,"ERR-1002 Не вдалося знайти елемент з ідентифікатором ""%0"" у застосунку ""%1"".",Y
WWV_FLOW.FIND_ITEM_ID_ERR2,Неочікувана помилка. Не вдалося знайти елемент рівня застосунку або сторінки.,Y
WWV_FLOW.FIRST_PAGE_DATA_ERR,Ви вже знаходитесь на першій сторінці даних.,Y
WWV_FLOW.ITEM_POSTING_VIOLATION,"Ідентифікатор елемента (%0) не є елементом, що визначено для поточної сторінки.",Y
WWV_FLOW.ITEM_PROTECTION.INTERNAL_ONLY,Елемент не може бути змінений шляхом передачі аргументів застосунку.,Y
WWV_FLOW.ITEM_PROTECTION.NO_CHECKSUM,(Не надано контрольну суму),Y
WWV_FLOW.ITEM_PROTECTION.PRIVATE_BOOKMARK,"Елемент може бути змінений, якщо це супроводжується ""user-level bookmark"" контрольною сумою.",Y
WWV_FLOW.ITEM_PROTECTION.PUBLIC_BOOKMARK,"Елемент може бути змінений, якщо це супроводжується ""application-level bookmark"" контрольною сумою.",Y
WWV_FLOW.ITEM_PROTECTION.SESSION,"Елемент може бути змінений, якщо це супроводжується сесійною контрольною сумою.",Y
WWV_FLOW.ITEM_PROTECTION.UNPROTECTED,елемент не захищено.,Y
WWV_FLOW.NO_PAGE_HELP,Довідка з цієї сторінки відсутня.,Y
WWV_FLOW.NO_PRIV_ON_SCHEMA,Робочий простір %0 не має привілеїв для аналізу з правами схеми %1.,Y
WWV_FLOW.PAGE_ACCEPT_RECUR_ERR,ERR-1010 Для гілки з переходом на сторінку перевищено межу для рекурсії. %0,Y
WWV_FLOW.PAGE_PROTECTION.SHOW_NO_URL_ALLOWED,"Ця сторінка не може бути викликана за допомогою URL-адреси або GET/POST команд, вона повинна бути викликана за допомогою переходу до гілки, що має тип ""Branch to Page"".",Y
WWV_FLOW.SAVE_ROUTINE_NUMERIC_ERR,Сталася помилка під час спроби зберегти нечислове значення до елементу %0.,Y
WWV_FLOW.SCHEMA_NOT_EXISTS,"Схеми застосунку ""%0"" немає у базі даних.",Y
WWV_FLOW.SERVICE_ADMIN_LINK,"Облікові записи робочого простору INTERNAL можна використати лише для доступу до &PRODUCT_NAME. <a href=""%0"">Служби адміністрування</a>.",Y
WWV_FLOW.SESSION_INFO_ERR,"ERR-1029 Не вдалося зберегти інформацію про сеанс. Сеанс=%0, позиція=%1",Y
WWV_FLOW.UNABLE_TO_STOP_TRACE_ERR,Не вдалося зупинити трасування: %0,Y
WWV_FLOW.UNEXPECTED_ERR,Неочікувана помилка,Y
WWV_FLOW.UPDATE_SUB_ERR,Помилка у update_substitution_cache: %0,Y
WWV_FLOW.VIEW_HELP_ERR,Для перегляду довідки необхідно вказати застосунок та сторінку.,Y
WWV_FLOW_AUTOMATION.AUTOMATION_NOT_FOUND,Автоматизація не знайдена.,Y
WWV_FLOW_AUTOMATION.QUERY_ERROR,Помилка запиту автоматизації: %0,Y
WWV_FLOW_CACHE.PURGE_SESSION,Видалено %0 сеансів.,Y
WWV_FLOW_CODE_EXEC_MLE.LANGUAGE_NOT_SUPPORTED,Не вдалося виконати код %0! Він не підтримується базою даних або не увімкнено параметром екземпляра MLE_LANGUAGES.,Y
WWV_FLOW_CODE_EXEC_MLE.MLE_NOT_SUPPORTED,Багатомовне ядро недоступне у цій версії бази даних!,Y
WWV_FLOW_COLLECTION.ARRAY_NOT_NULL,Масив колекції не має бути пустим,Y
WWV_FLOW_COLLECTION.ATTRIBUTE_NUMBER_OUTSIDE_RANGE,Неприпустиме номер атрибуту %0. Номер перебуває за межами припустимого діапазону 1 - %1,Y
WWV_FLOW_COLLECTION.COLLECTION_EXISTS,Колекція вже існує,Y
WWV_FLOW_COLLECTION.COLLECTION_NAME_NOT_NULL,Назва колекції не може бути пустою,Y
WWV_FLOW_COLLECTION.COLLECTION_NAME_TOO_LARGE,Назва колекції не може бути довшою за 255 символів,Y
WWV_FLOW_COLLECTION.COLLECTION_NOT_EXIST,Колекція %0 не існує,Y
WWV_FLOW_COLLECTION.CURSOR_NOT_OPEN,Курсор ще не відкритий,Y
WWV_FLOW_COLLECTION.MEMBER_NOT_EXIST,Елемент із номером %0 не існує у колекції %1,Y
WWV_FLOW_COLLECTION.MEMBER_SEQUENCE_NUMBER_INVALID,"Елемент із номером %0 не існує у колекції ""%1""",Y
WWV_FLOW_CRYPTO.UNSUPPORTED_ALGORITHM,Алгоритм %0 не підтримується для ECDSA.,Y
WWV_FLOW_CRYPTO.UNSUPPORTED_EC_CURVE,Еліптична крива %0 не підтримується.,Y
WWV_FLOW_CRYPTO.UNSUPPORTED_FUNCTION,"Криптографічна функція ""%0"" не підтримується у цій системі.",Y
WWV_FLOW_CUSTOMIZE.T_ACCESSIBLE,Доступні спеціальні можливості,Y
WWV_FLOW_CUSTOMIZE.T_CLOSE,Закрити,Y
WWV_FLOW_CUSTOMIZE.T_CUST_OPT,Параметри настроювання сторінки,Y
WWV_FLOW_CUSTOMIZE.T_DEFAULT,За замовчуванням,Y
WWV_FLOW_CUSTOMIZE.T_DISP,Відображувані,Y
WWV_FLOW_CUSTOMIZE.T_HIDDEN,Приховані,Y
WWV_FLOW_CUSTOMIZE.T_MESSAGE1,"Виберіть регіони, які мають бути присутніми на цій сторінці.",Y
WWV_FLOW_CUSTOMIZE.T_MESSAGE2,Цю сторінку не можна налаштувати.,Y
WWV_FLOW_CUSTOMIZE.T_MESSAGE3,"Ви можете змінити зовнішній вигляд цієї програми вибравши іншу тему. Будь ласка, виберіть тему зі списку нижче та натисніть Застосувати.",Y
WWV_FLOW_CUSTOMIZE.T_REGION_DISP,"Регіони, що відображаються",Y
WWV_FLOW_CUSTOMIZE.T_REMOVE_STYLE,Використовувати стиль за замовчуванням,Y
WWV_FLOW_CUSTOMIZE.T_THEME_STYLE,Вигляд,Y
WWV_FLOW_DATA_EXPORT.AGG_COLUMN_IDX_NOT_EXIST,"Індекс стовпця, на який посилаються підсумок %0, не існує.",Y
WWV_FLOW_DATA_EXPORT.CLOB_NOT_SUPPORTED,Формат %0 не підтримує вивід до CLOB.,Y
WWV_FLOW_DATA_EXPORT.COLUMN_BREAK_MUST_BE_IN_THE_BEGGINING,Стовпець розбивки на групи повинен бути на початку масиву стовпців.,Y
WWV_FLOW_DATA_EXPORT.COLUMN_GROUP_IDX_NOT_EXIST,"Індекс групи стовпців, на який посилаються %0, не існує.",Y
WWV_FLOW_DATA_EXPORT.EXPORT,експорт,Y
WWV_FLOW_DATA_EXPORT.FORMAT_MUST_BE_XML,У разі використання ORDS у якості серверу друку формат експорту має бути XML.,Y
WWV_FLOW_DATA_EXPORT.HIGHLIGHT_COLUMN_IDX_NOT_EXIST,"Індекс стовпця, на який посилаються підсвічування %0, не існує.",Y
WWV_FLOW_DATA_EXPORT.INVALID_FORMAT,Неприпустимий формат експорту: %0,Y
WWV_FLOW_DATA_EXPORT.PARENT_GROUP_IDX_NOT_EXIST,"Індекс групи верхнього рівня, на який посилаються %0, не існує.",Y
WWV_FLOW_DATA_LOADER.CANNOT_LOAD_INTO_GENERATED_ALWAYS_COLUMN,"Стовпець %1 таблиці %0 це ідентифікаційний стовпець з ознакою ""GENERATED ALWAYS"". Будь ласка, переконайтеся, що жоден стовпець джерела не зіставлений зі стовпцем %1 у діалоговому вікні Configure.",Y
WWV_FLOW_DATA_LOADER.COMMIT_INTERVAL_TOO_LOW,Вказаний інтервал фіксації дуже малий.,Y
WWV_FLOW_DATA_LOADER.NO_COLUMNS_PROVIDED,Для завантаження даних не передбачено жодних стовпців.,Y
WWV_FLOW_DATA_PARSER.NO_COLUMNS_FOUND,"Для маркеру вибору рядка ""%0"" стовпців не знайдено. Скористайтесь автоматичним визначенням або перевірте структуру JSON документу.",Y
WWV_FLOW_DATA_PARSER.NO_WORKSHEETS_FOUND,XLSX-файл не містить жодного аркуша.,Y
WWV_FLOW_DATA_PARSER.WORKSHEET_DOES_NOT_EXIST,Вказаний аркуш не існує у XLSX файлі.,Y
WWV_FLOW_DML.VERSION_OF_DATA_CHANGED,Поточна версія даних у базі даних змінилася відтоді як користувач ініціював процес оновлення.,Y
WWV_FLOW_EDIT_REPORT.ERR_UPDATING_COLS,Сталася помилка під час оновлення стовпця звіту: %0,Y
WWV_FLOW_EXEC.CANNOT_CONVERT_TO_SDOGEOMETRY,Не вдалося перетворити %0 в SDO_GEOMETRY.,Y
WWV_FLOW_EXEC.CAN_NOT_CONVERT_TO_VARCHAR2,"Стовпець %0, що має тип даних %1, неможливо перетворити на VARCHAR2!",Y
WWV_FLOW_EXEC.COLUMN_NOT_FOUND,"Стовпець ""%0"", що вказаний для атрибута ""%1"", не знайдено у джерелі даних!",Y
WWV_FLOW_EXEC.FILTER_NOT_SUPPORTED_WITH_MULTIPLE_VALUES,Неприпустимий тип %0 умови відбору для багатозначного поля.,Y
WWV_FLOW_EXEC.INVALID_BETWEEN_FILTER,"Неприйнятне значення умови ""між"".",Y
WWV_FLOW_EXEC.INVALID_COLUMN_OR_ROW_DATATYPE,"У стовпчику %0, рядку №%1 не знайдено значення %2.",Y
WWV_FLOW_EXEC.INVALID_COLUMN_OR_ROW_REFERENCE,Стовпчик %0 або рядок №%1 не існує.,Y
WWV_FLOW_EXEC.INVALID_LOV_SPECIFICATION,Неприйнятне значення для типу списку значень.,Y
WWV_FLOW_EXEC.INVALID_QUERY_TYPE,"Неприпустимий тип запиту. Тип запиту має бути або таблицею або SQL запитом або функціюю PL/SQL, що повертає SQL запит.",Y
WWV_FLOW_EXEC.INVALID_SQL_QUERY,Не вдалося проаналізувати SQL запит!%0,Y
WWV_FLOW_EXEC.LEGACY_COLUMN_NOT_FOUND,"Надана позиція стовпця %0, що вказаний для атрибута ""%1"", не знайдено у SQL запиті!",Y
WWV_FLOW_EXEC.MULTI_VALUE_TOO_MANY_ITEMS,Фільтр з кількома значеннями містить забагато значень.,Y
WWV_FLOW_EXEC.NO_COLUMN_FOR_ATTRIBUTE,"Потрібно вказати стовпець для атрибута ""%0"".",Y
WWV_FLOW_EXEC.NULL_QUERY_RETURNED_BY_FUNCTION,PL/SQL функція не повернула значення.,Y
WWV_FLOW_EXEC.OPERATION_NOT_PRESENT_IN_WEB_SRC_MODULE,REST джерело даних не містить операцію для обробки замовленої DML дії.,Y
WWV_FLOW_EXEC.REST_REQUEST_ERROR,Запит повернув помилку %0,Y
WWV_FLOW_EXEC.SPATIAL_JSON_NOT_AVAILABLE,Перетворення GeoJSON в SDO_GEOMETRY (стовпець %0) недоступний у цій базі даних.,Y
WWV_FLOW_EXEC.SPATIAL_NOT_SUPPORTED_FOR_XML,Перетворення SDO_GEOMETRY (стовпець %0) не підтримується для джерел даних XML.,Y
WWV_FLOW_EXEC.UNSUPPPORTED_MULTI_VALUE_SEPARATOR,Символ %0 не підтримується у якості роздільника значень для багатозначного поля.,Y
WWV_FLOW_EXEC.WRONG_CONTEXT_TYPE,Ця функція не може бути використана у контексті запиту.,Y
